28/06/2022 10.37.17 PC01 00   (EDITMAG) - (Mag:8) Salva editor
28/06/2022 10.37.39 PC01 00   (TGVSPEC) - Close del software
28/06/2022 10.38.57 PC01 00   (TGVSPEC) - Start del software
28/06/2022 10.41.29 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 10.48.04 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 10.51.07 PC01 00   (TGVSPEC) - Start del software
28/06/2022 10.51.49 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 10.54.48 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 10.55.31 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 10.55.42 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 10.55.54 PC01 00   (TGVSPEC) - Close del software
28/06/2022 10.56.14 PC01 00   (TGVSPEC) - Start del software
28/06/2022 10.56.47 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 10.56.53 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 10.57.24 PC01 00   (TGVSPEC) - Close del software
28/06/2022 10.59.07 PC01 00   (TGVSPEC) - Start del software
28/06/2022 10.59.55 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 11.00.06 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 11.00.10 PC01 00   (TGVSPEC) - Close del software
28/06/2022 11.00.28 PC01 00   (TGVSPEC) - Start del software
28/06/2022 11.00.54 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 11.01.24 PC01 00   (EDITMAG) - (Mag:1) Salva editor
28/06/2022 11.05.36 PC01 00   (EDITMAG) - (Mag:6) Salva editor
28/06/2022 11.05.44 PC01 00   (EDITMAG) - (Mag:7) Salva editor
28/06/2022 11.05.52 PC01 00   (TGVSPEC) - Close del software
28/06/2022 11.07.22 PC01 00   (TGVSPEC) - Start del software
28/06/2022 11.07.43 PC01 00   (TGVSPEC) - Close del software
28/06/2022 11.10.47 PC01 00   (TGVSPEC) - Start del software
28/06/2022 11.12.43 PC01 00   (EDITMAG) - (Mag:1) Salva editor
28/06/2022 11.12.49 PC01 00   (EDITMAG) - (Mag:2) Salva editor
